title_id,title,region,category
ULJS-00390,Naruto Shippuuden: Narutimate Impact,"Japan, Asia",Games
ULJS-19071,Naruto Shippuuden: Narutimate Impact,"Japan, Asia",Games
UCAS-40242,The Idolmaster SP: Wandering Star,"Japan, Asia",Games
ULJS-00168,The Idolmaster SP: Wandering Star,"Japan, Asia",Games
ULAS-42120,Medal of Honor: Heroes 2,Asia,Games
UCUS-98664,PSP System Kiosk Disc #3: Yellow,USA,Demos
UCUS-98665,PSP System Kiosk Disc #4,USA,Demos
ULES-01022,Lanfeust of Troy,Europe,Games
ULES-00681,World Championship Poker featuring Howard Lederer: All In,Europe,Games
ULES-01544,FIFA 12,Netherlands,Games
UCES-01564,Disney Phineas and Ferb: Across the 2nd Dimension,Europe,Games
UCES-01564/E,Disney Phineas and Ferb: Across the 2nd Dimension,Europe,Games
UCAS-40194,Space Invaders Extreme,"Japan, Asia",Games
ULJM-05315,Space Invaders Extreme,"Japan, Asia",Games
ULUS-10579,BlazBlue: Continuum Shift II,USA,Games
ULUS-10593,Growlanser: Wayfarer of Time,USA,Games
UCUS-98634,Jak and Daxter: The Lost Frontier,USA,Games
ULUS-10561,"Prinny 2: Dawn of Operation Panties, Dood!",USA,Games
ULUS-10594,Ragnarok Tactics,USA,Games
ULUS-10195,Sonic Rivals,USA,Games
ULUS-10195GH,Sonic Rivals,USA,Games
ULUS-10205,Rainbow Islands Evolution,USA,Games
ULUS-10085,Kao Challengers,USA,Games
ULUS-10073,Disney/Pixar Cars,USA,Games
ULUS-10067,FIFA Street 2,USA,Games
ULUS-10055,Pac-Man World 3,USA,Games
ULJS-00321,Macross: Triangle Frontier,Japan,Games
ULJS-00369,Macross: Triangle Frontier,Japan,Games
ULUS-10051,Ys: The Ark of Napishtim,USA,Games
UCAS-40241,The Idolmaster SP: Perfect Sun,"Japan, Asia",Games
ULJS-00167,The Idolmaster SP: Perfect Sun,"Japan, Asia",Games
ULJS-19036,The Idolmaster SP: Perfect Sun,"Japan, Asia",Games
UCAS-40243,The Idolmaster SP: Missing Moon,"Japan, Asia",Games
ULJS-00169,The Idolmaster SP: Missing Moon,"Japan, Asia",Games
ULUS-90001,Puzzle Quest: Challenge of the Warlords,USA,Demos
ULUS-10216,Chili Con Carnage,USA,Games
ULUS-10092,Nickelodeon SpongeBob SquarePants: The Yellow Avenger,USA,Games
ULUS-10061,Tokobot,USA,Games
ULUS-10329,Beowulf: The Game,USA,Games
ULUS-10386,PDC World Championship Darts,USA,Games
ULES-01355,F1 2009,Europe,Games
UCUS-98759,EyePet,USA,Games
ULUS-10464,FIFA Soccer 10,USA,Games
ULUS-10483,PES 2010: Pro Evolution Soccer,USA,Games
ULUS-10597,PES 2013: Pro Evolution Soccer,USA,Games
ULUS-10554,PES 2011: Pro Evolution Soccer,USA,Games
ULUS-10548,Disney TRON: Evolution,USA,Games
ULUS-10093,WRC: FIA World Rally Championship,USA,Games
UCAM-80002,Network Utility Disc: Chinese Ver. 1.00C,Asia,Applications
UCAS-40019,Sengoku Cannon: Sengoku Ace Episode III,"Japan, Asia",Games
ULJM-05021,Sengoku Cannon: Sengoku Ace Episode III,"Japan, Asia",Games
UCES-01450,Buzz! The Ultimate Music Quiz,Europe,Games
UCES-01520,Cart Kings,India,Games
UCES-01559,Chandragupta: Warrior Prince,India,Games
UCES-01203,Buzz! Danske Genier ~ Buzz! Norgesmester,Europe,Games
ULJM-05513,World Soccer Winning Eleven 2010,"Japan, Korea",Games
ULKS-46228,World Soccer Winning Eleven 2010,"Japan, Korea",Games
UCAS-40199,Capcom Classics Collection Remixed,Asia,Games
ULJS-00090,Metal Slug Complete,"Japan, Korea",Games
ULJS-00206,Metal Slug Complete,"Japan, Korea",Games
ULKS-46129,Metal Slug Complete,"Japan, Korea",Games
ULUS-10144,The Legend of Heroes III: Song of the Ocean,USA,Games
ULUS-10592,Gungnir,USA,Games
ULUS-10577,Hakuoki: Demon of the Fleeting Blossom,USA,Games
UCET-00001,WipEout Pure,Europe,Preproduction
UTST-99100,WipEout Pure,Japan,Preproduction
ULUS-80018,Puzzle Quest: Challenge of the Warlords,USA,Demos
ULET-00122,Colin McRae Rally 2005 Plus,Europe,Preproduction
ULUS-10378,My Spanish Coach,USA,Educational
ULUS-10135,NFL Street 3,USA,Games
ULUS-10194,DreamWorks Shrek: Smash n' Crash Racing,USA,Games
UCUS-98642,PSP System Kiosk Disc #1,USA,Demos
ULUS-10360,The King of Fighters Collection: The Orochi Saga,USA,Games
ULUS-10284,The Bigs,USA,Games
ULUS-10448,The Bigs 2,USA,Games
ULUS-10651,Hakuoki: Warriors of the Shinsengumi,USA,Games
ULUS-10218,Call of Duty: Roads to Victory,USA,Games
ULAS-42009,Coded Arms,Asia,Games
UCAS-40162,Dragoneer's Aria: Ryu ga Nemuru Made,Asia,Games
ULUS-10598,NBA 2K13,USA,Games
ULUS-10121,Bomberman,USA,Games
ULUS-10299,Naruto: Ultimate Ninja Heroes,USA,Games
ULUS-10652,Sweet Fuse: At Your Side,USA,Games
ULUS-10317,Spider-Man 3,USA,Games
ULUS-10317FV,Spider-Man 3,USA,Games
ULUS-10161,Bounty Hounds,USA,Games
ULUS-10211,Monster Kingdom: Jewel Summoner,USA,Games
ULUS-10653,Class of Heroes 2,USA,Games
ULUS-10400,Crimson Gem Saga,USA,Games
ULUS-10081,Dragon Ball Z: Shin Budokai,USA,Games
ULUS-10167GH,Marvel: Ultimate Alliance,USA,Games
ULUS-10311,Sega Rally Revo,USA,Games
UCUS-98716,SOCOM: U.S. Navy SEALs: Fireteam Bravo 3,USA,Games
ULUS-10188,Star Wars: Lethal Alliance,USA,Games
ULES-01080,Disney/Pixar WALL-E,Italy,Games
ULES-01540,PES 2012: Pro Evolution Soccer,Europe,Games
UCES-01217,Buzz! De Slimste van Nederland,Netherlands,Games
ULES-01141,FIFA 09,Netherlands,Games
ULES-01141/P,FIFA 09,Netherlands,Games
ULUS-10419,Tenchu: Shadow Assassins,USA,Games
ULES-00340,FIFA World Cup Germany 2006,Europe,Games
ULES-01412,2010 FIFA World Cup South Africa,Europe,Games
ULES-00562,Medal of Honor: Heroes,Netherlands,Games
ULES-00643,Call of Duty: Roads to Victory,Europe,Games
ULES-00643/P,Call of Duty: Roads to Victory,Europe,Games
ULES-00459,FIFA 07,Netherlands,Games
ULES-00459/P,FIFA 07,Netherlands,Games
ULES-01353,PES 2010: Pro Evolution Soccer,Europe,Games
ULES-00161,FIFA 06,Europe,Games
ULES-00161/P,FIFA 06,Europe,Games
ULES-00235,Street Fighter Alpha 3 Max,Europe,Games
ULES-00235/0990834,Street Fighter Alpha 3 Max,Europe,Games
ULES-00235/E,Street Fighter Alpha 3 Max,Europe,Games
UCUS-98627,Gretzky NHL 06,USA,Games
UCUS-98677,SOCOM: U.S. Navy SEALs: Fireteam Bravo 2,USA,Demos
UCUS-98691,SOCOM: U.S. Navy SEALs: Fireteam Bravo 2,USA,Demos
UCUS-90691,Gran Turismo,USA,Games
ULUS-10197,Tony Hawk's Project 8,USA,Games
ULUS-10197GH,Tony Hawk's Project 8,USA,Games
ULUS-10234,Dragon Ball Z: Shin Budokai: Another Road,USA,Games
ULUS-10314,SWAT: Target Liberty,USA,Games
ULAS-42147,Kidou Senshi Gundam: Gundam vs. Gundam,"Japan, Asia",Games
ULJS-00165,Kidou Senshi Gundam: Gundam vs. Gundam,"Japan, Asia",Games
UCUS-98644,NBA 07,USA,Games
ULUS-10120,Puzzle Challenge: Crosswords and More!,USA,Games
ULUS-10159,Ford Bold Moves Street Racing,USA,Games
ULUS-10247,Disney/Pixar Ratatouille,USA,Games
ULUS-10305,Napoleon Dynamite: The Game,USA,Games
ULUS-10310,Medal of Honor: Heroes 2,USA,Games
UCUS-10352,Madden NFL 09,USA,Games
ULUS-10352,Madden NFL 09,USA,Games
ULUS-10513,Split/Second,USA,Games
ULUS-10183,Lumines II,USA,Games
ULUS-10126,Carol Vorderman's Sudoku,USA,Games
UCAS-40145,Ratchet & Clank: Size Matters,Asia,Games
ULAS-42038,Power Smash: New Generation,"Japan, Asia",Games
ULJM-05079,Power Smash: New Generation,"Japan, Asia",Games
ULAS-42035,Metal Gear Ac!d²,"Japan, Asia",Games
ULJM-05047,Metal Gear Ac!d²,"Japan, Asia",Games
UCAS-40261,PixelJunk Monsters UMD Limited Edition,Asia,Games
ULUS-10420,Tiger Woods PGA Tour 10,USA,Games
ULUS-10300,Hannspree Ten Kate Honda: SBK Superbike World Championship,USA,Games
ULUS-10395,SBK: Superbike World Championship,USA,Games
ULUS-10544,WWE All Stars,USA,Games
ULUS-10447,Naruto Shippuden: Legends: Akatsuki Rising,USA,Games
ULUS-10228,Gurumin: A Monstrous Adventure,USA,Games
ULUS-10203,Platypus,USA,Games
UCES-01452,Buzz! The Ultimate Music Quiz,Australia,Games
UCES-01196,Buzz! Brain of the UK,UK,Games
ULES-00960,MTV Pimp My Ride,Europe,Games
UCES-01462,EyePet,Europe,Games
ULES-01580,PES 2013: Pro Evolution Soccer,Europe,Games
UCES-01496,Battle Royal,India,Games
UCUS-98695,Ratchet & Clank: Size Matters,USA,Preproduction
ULUS-10412,Scrabble,USA,Games
UCES-01585,Don 2: The Game,India,Games
UCES-01279,Desi Adda: Games of India,India,Games
ULUS-10167,Marvel: Ultimate Alliance,USA,Games
ULUS-10100,Def Jam: Fight for NY: The Takeover,USA,Games
UCAS-40257,Growlanser,Asia,Games
ULUS-10595,FIFA Soccer 13,USA,Games
ULUS-10586,PES 2012: Pro Evolution Soccer,USA,Games
ULUS-10583,FIFA Soccer 12,USA,Games
ULUS-10504,2010 FIFA World Cup South Africa,USA,Games
ULUS-10500,LEGO Harry Potter: Years 1-4,USA,Games
ULUS-10488,Ben 10: Alien Force: Vilgax Attacks,USA,Games
ULUS-10474,NBA 2K10,USA,Games
ULUS-10465,NBA Live 10,USA,Games
ULUS-10459,Shadow of Destiny,USA,Games
ULUS-10452,WWE SmackDown vs. Raw 2010,USA,Games
ULUS-10444,Cloudy with a Chance of Meatballs,USA,Games
ULUS-10441,Madden NFL 10,USA,Games
ULUS-10440,NCAA Football 10,USA,Games
ULUS-10439,Disney G-Force,USA,Games
ULUS-10320,PES 2008: Pro Evolution Soccer,USA,Games
ULUS-10110,Lara Croft Tomb Raider: Legend,USA,Games
ULUS-10388,PES 2009: Pro Evolution Soccer,USA,Games
ULUS-10477,Star Wars: The Clone Wars: Republic Heroes,USA,Games
UCUS-98738,NBA 10: The Inside,USA,Games
UCUS-98629,Ape Escape Academy,USA,Demos
ULUS-10516,Blood Bowl,USA,Games
ULUS-10507,Disney/Pixar Toy Story 3,USA,Games
ULUS-10494,"What Did I Do to Deserve This, My Lord!? 2",USA,Games
ULUS-10471,DiRT 2,USA,Games
ULUS-10449,F1 2009,USA,Games
ULUS-10550,FIFA Soccer 11,USA,Games
ULUS-10430,Disney/Pixar Up,USA,Games
ULUS-10443,The Secret Saturdays: Beasts of the 5th Sun,USA,Games
ULUS-10428,Disney/Pixar Cars: Race-O-Rama,USA,Games
ULUS-10283,Brunswick Pro Bowling,USA,Games
ULUS-10122,NASCAR,USA,Games
ULUS-10118,Payout: Poker & Casino,USA,Games
ULUS-10106,Cabela's Dangerous Hunts: Ultimate Challenge,USA,Games
UCUS-98766,Disney/Pixar Cars 2,USA,Games
UCUS-98760,Invizimals: Shadow Zone,USA,Games
UCAS-40181,NBA 08,Asia,Games
UCAS-40249,MLB 09: The Show,Asia,Games
ULES-00741#,Disney/Pixar Ratatouille,Europe,Games
ULES-00358,PQ: Practical Intelligence Quotient,Europe,Games
ULES-00267,Ys: The Ark of Napishtim,Europe,Games
ULES-01265,Valhalla Knights 2,Europe,Games
ULES-01278,Prinny: Can I Really Be the Hero?,Europe,Games
ULES-01298,Soulcalibur: Broken Destiny,Europe,Games
ULES-01215,Mana Khemia: Student Alliance,Europe,Games
ULES-01555,Football Manager Handheld 2012,Europe,Games
ULES-00776,StateShift,Europe,Games
ULES-00657,Valhalla Knights,Europe,Games
ULJM-95001,Initial D: Street Stage,Japan,Demos
ULES-01543,FIFA 12,Europe,Games
ULES-01543#,FIFA 12,Europe,Games
ULES-01142,FIFA 09,Europe,Games
ULES-00896,FIFA 08,Portugal,Games
ULES-01136,FIFA 09,France,Games
ULES-00214,Harry Potter et la Coupe de Feu,France,Games
ULES-00831,Harry Potter and the Order of the Phoenix,Europe,Games
ULES-00399,Il Padrino,Italy,Games
UCJM-95401,Minna no Golf Portable: Coca-Cola Special Edition,Japan,Games
ULKS-46034,Need for Speed: Carbon: Own the City,Korea,Games
ULKS-46071,Gitaroo Man Lives!,Korea,Games
ULKS-46033,Win-JPT: Ilboneo Chogeub,Korea,Educational
ULKS-46069,Untold Legends: The Warrior's Code,Korea,Games
ULKS-46094,Singi Hwansang: SSII Unlimited Side,Korea,Games
ULKS-46155,Castlevania: The Dracula X Chronicles,Korea,Games
UCKS-45002,Ridge Racer,Korea,Games
UCKS-45021,SOCOM: U.S. Navy SEALs: Fireteam Bravo,Korea,Games
UCKS-45061,SOCOM: U.S. Navy SEALs: Fireteam Bravo,Korea,Games
ULKS-46133,Valhalla Knights,Korea,Games
UCKS-45096,Secret Agent Clank,Korea,Games
ULKS-46125,WWE SmackDown vs. Raw 2007,Korea,Games
ULKS-46179,SNK Arcade Classics Vol. 1,Korea,Games
ULAS-42088,World Soccer Winning Eleven 10: Ubiquitous Evolution,"Japan, Asia",Games
ULJM-05132,World Soccer Winning Eleven 10: Ubiquitous Evolution,"Japan, Asia",Games
ULJM-08015,World Soccer Winning Eleven 10: Ubiquitous Evolution,"Japan, Asia",Games
ULKS-46120,World Soccer Winning Eleven 10: Ubiquitous Evolution,"Japan, Asia",Games
ULJS-00242,Matching Maker 3 x Tousouchuu,Japan,Games
ULJM-05413,Ookami Kakushi,Japan,Games
ULJS-00236,Naruto Shippuuden: Narutimate Accel 3,"Japan, Korea",Games
ULKS-46229,Naruto Shippuuden: Narutimate Accel 3,"Japan, Korea",Games
ULJM-05188,Riviera: Yakusoku no Chi,Japan,Games
ULJM-05168,Mite Kiite Nou de Kanjite Crossword Tengoku,Japan,Games
ULJS-00178,Kidou Senshi Gundam: Gihren no Yabou: Axis no Kyoui V,Japan,Games
ULJM-05588,Densetsu no Yuusha no Densetsu: Legendary Saga,Japan,Games
UCJS-10075,Minna no Golf Portable 2,"Japan, Korea",Games
UCKS-45074,Minna no Golf Portable 2,"Japan, Korea",Games
ULJS-00079,Tales of Phantasia: Full Voice Edition,Japan,Games
ULJS-19016,Tales of Phantasia: Full Voice Edition,Japan,Games
ULES-00893,FIFA 08,Italy,Games
ULES-00260,Pac-Man World 3,Europe,Games
ULJM-05479,Yu-Gi-Oh! 5D's: Tag Force 4,Japan,Games
ULJM-05163,Mahjong Fight Club: Zenkoku Taisenban,Japan,Games
ULJM-05333,Mahjong Fight Club: Zenkoku Taisenban,Japan,Games
ULJS-00052,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,Japan,Games
ULJM-05050,Nouryoku Trainer Portable,Japan,Games
ULUS-10281GH,WWE SmackDown vs. Raw 2008,USA,Games
UCKS-45051,Smash Court Tennis 3,Korea,Games
ULAS-42100,Kidou Senshi Gundam Seed: Rengou vs. Z.A.F.T. Portable,"Japan, Asia",Games
ULJM-05238,Kidou Senshi Gundam Seed: Rengou vs. Z.A.F.T. Portable,"Japan, Asia",Games
ULKS-46134,Kidou Senshi Gundam Seed: Rengou vs. Z.A.F.T. Portable,"Japan, Asia",Games
UCKS-45157,Disgaea Portable,Korea,Games
ULES-01386,Dante's Inferno,Italy,Games
ULJM-05029,Breath of Fire III,Japan,Games
UCAS-40295,Kingdom Hearts: Birth by Sleep,"Japan, Asia",Games
ULJM-05600,Kingdom Hearts: Birth by Sleep,"Japan, Asia",Games
UCJS-10041,LocoRoco,Japan,Games
UCJS-18011,LocoRoco,Japan,Games
ULJM-05024,Coded Arms,Japan,Games
UCAS-40154,Zhuo Hou La: Hou Zi Ai Zuo Zhan,Asia,Games
ULJS-00049,Dragon Ball Z: Shin Budokai,Japan,Games
ULKS-46050,DJ Max Emotional Sense P Portable,Korea,Games
ULKS-46116,DJ Max Emotional Sense P 2: Sound Miracle,Korea,Games
ULJM-05775,Kingdom Hearts: Birth by Sleep: Final Mix,Japan,Games
ULJM-06213,Kingdom Hearts: Birth by Sleep: Final Mix,Japan,Games
ULJS-00209,Tales of VS,Japan,Games
ULJS-00413,AKB1-48+10: Idol to Guam de Koishitara...,Japan,Games
ULJS-00414,AKB1-48+10: Idol to Guam de Koishitara...,Japan,Games
ULJS-00348,AKB1-48: Idol to Koishitara...,Japan,Games
ULJS-00480,AKB1-48: Idol to Koishitara...,Japan,Games
UCJB-98011,LocoRoco,Japan,Games
ULJM-06348,Pro Yakyuu Spirits 2014,Japan,Games
ULJM-05710,MonHun Nikki: Poka Poka Airuu Mura,Japan,Games
ULJM-08039,MonHun Nikki: Poka Poka Airuu Mura,Japan,Games
ULJS-00363,SD Gundam: GGeneration World,"Japan, Korea",Games
ULKS-46286,SD Gundam: GGeneration World,"Japan, Korea",Games
ULJM-05009,Ys VI: Napishtim no Hako,Japan,Games
ULJS-00237,God Eater,Japan,Games
UCJS-10003,Piposaru Academia: Dossari! Saruge Daizenshuu,Japan,Games
ULJM-05008,Need for Speed: Underground Rivals,Japan,Games
ULJM-08003,Need for Speed: Underground Rivals,Japan,Games
ULJM-05104,Capcom Classics Collection,Japan,Games
ULJM-05280,Capcom Classics Collection,Japan,Games
ULJM-05501,Hexyz Force,Japan,Games
ULJM-05631,Pro Yakyuu Spirits 2010,Japan,Games
ULJM-05871,Jikkyou Powerful Pro Yakyuu 2011,Japan,Games
ULJM-05077,Jikkyou Powerful Pro Yakyuu Portable,Japan,Games
ULJM-05604,Grand Theft Auto: Chinatown Wars,Japan,Games
ULJM-05804,Grand Theft Auto: Chinatown Wars,Japan,Games
ULJM-05300,Jikkyou Powerful Pro Yakyuu Portable 3,Japan,Games
ULJM-05402,Musou Orochi: Maou Sairin,Japan,Games
ULJM-08037,Musou Orochi: Maou Sairin,Japan,Games
ULJM-05798,The 3rd Birthday,Japan,Games
ULJM-06008,The 3rd Birthday,Japan,Games
ULJM-05860,Saigo no Yakusoku no Monogatari,Japan,Games
ULJS-00394,Grand Knights History,Japan,Games
ULJM-05781,Senjou no Valkyria 3: Unrecorded Chronicles,Japan,Games
ULJM-06223,Shining Ark,Japan,Games
UCAS-40323,God of War: Ghost of Sparta,Asia,Games
UCKS-45161,God of War: Ghost of Sparta,Asia,Games
ULAS-42207,Kidou Senshi Gundam: Gundam vs. Gundam Next Plus,"Japan, Asia",Games
ULJS-00250,Kidou Senshi Gundam: Gundam vs. Gundam Next Plus,"Japan, Asia",Games
ULJS-19048,Kidou Senshi Gundam: Gundam vs. Gundam Next Plus,"Japan, Asia",Games
UCAS-40017,Baku-No,"Japan, Asia",Games
ULJS-00017,Baku-No,"Japan, Asia",Games
UCAS-40114,F1 06 Portable,Asia,Games
ULES-01532,LEGO Harry Potter: Years 5-7,Europe,Games
UCES-01535,Geronimo Stilton in the Kingdom of Fantasy,Europe,Games
ULJM-05211,Densha de Go! Pocket: Osaka Kanjousen-hen,Japan,Games
ULJM-05060,Star Wars: Battlefront II,Japan,Games
ULJM-05012,Mobile Train Simulator plus Densha de Go! Tokyo Kyuukou-hen,Japan,Games
UCES-01200,Buzz! ¿Qué Sabes de tu País?,Spain,Games
ULJS-00125,Hajime no Ippo Portable: Victorious Spirits,Japan,Games
ULES-01448,Pro Cycling Season 2010: Le Tour de France,Europe,Games
ULES-00312,Tokobot,Europe,Games
UCES-01473,God of War: Ghost of Sparta,Europe,Games
ULES-01316,IL-2 Sturmovik: Birds of Prey,Europe,Games
ULES-01237,Tenchu: Shadow Assassins,Europe,Games
ULES-00902,Dead Head Fred,Europe,Games
ULUS-10259,Heatseeker,USA,Games
ULES-01063,SBK 08: Superbike World Championship,Europe,Games
ULES-00437,Rengoku II: The Stairway to H.E.A.V.E.N.,Europe,Games
UCES-00038,SOCOM: U.S. Navy SEALs: Fireteam Bravo,Europe,Games
ULES-01593,FIFA 14,Poland,Games
ULES-01328,FIFA 10,Europe,Games
ULKS-46189,DJ Max Emotional Sense P: Black Square,Korea,Games
ULJM-91009,Kidou Senshi Gundam Seed: Rengou vs. Z.A.F.T. Portable,Japan,Demos
UCJX-90028,Patapon 2: Don-Chaka,Japan,Demos
ULUS-10192,Sega Genesis Collection,USA,Games
ULKS-46157,Grand Theft Auto: Liberty City Stories,Korea,Games
ULJM-05884,Grand Theft Auto: Vice City Stories,Japan,Games
UCJX-90030,The Eye of Judgment: Shintaku no Wizard,Japan,Demos
ULKS-46119,Metal Gear Solid: Portable Ops,Korea,Games
UCKM-84001,Network Utility Disc Ver. 1.00,Korea,Applications
UMDT-99872,CS Kensa Disc (J1),Japan,Games
UCKS-45043,SOCOM: U.S. Navy SEALs: Fireteam Bravo 2,Korea,Games
ULJM-06086,Strike Witches: Hakugin no Tsubasa,Japan,Games
ULJM-05414,World Soccer Winning Eleven 2009,Japan,Games
ULJM-05195,Jikkyou Powerful Pro Yakyuu Portable 2,Japan,Games
ULJM-05494,Need for Speed: Shift,Japan,Games
UCJS-10002,Doko Demo Issho,Japan,Games
UCJS-18002,Doko Demo Issho,Japan,Games
UCJS-10086,Yuusha no Kuse ni Namaiki da or2,Japan,Games
UCJS-18037,Yuusha no Kuse ni Namaiki da or2,Japan,Games
ULJS-00175,Tales of the World: Radiant Mythology 2,Japan,Games
ULJS-19044,Tales of the World: Radiant Mythology 2,Japan,Games
ULES-00320#,Disney/Pixar Cars,Portugal,Games
ULJS-00566,Sakura-sou no Pet na Kanojo,Japan,Games
ULJS-00567,Sakura-sou no Pet na Kanojo,Japan,Games
ULUS-10398,Mytran Wars,USA,Games
ULES-00441,FIFA 07,France,Games
ULES-00892,FIFA 08,France,Games
ULES-00951,À la croisée des mondes: La Boussole d'or,France,Games
ULES-00463,NBA Live 07,France,Games
ULES-00976,Les Simpson: Le Jeu,France,Games
ULES-00511,The Con,Germany,Games
ULES-00547,Scarface: Money. Power. Respect.,Germany,Games
ULES-00728,Disney Pirates of the Caribbean: At World's End,Russia,Games
ULES-01255#,Disney•Pixar Up,Russia,Games
ULES-01081,Disney/Pixar WALL-E,Russia,Games
ULES-01081#,Disney/Pixar WALL-E,Russia,Games
ULES-01465,DreamWorks Megamind: The Blue Defender,Russia,Games
ULES-01575,PES 2013: Pro Evolution Soccer,Europe,Games
ULES-01570,FIFA 13,Russia,Games
ULES-01481,FIFA 11,Portugal,Games
ULES-01477,FIFA 11,Italy,Games
ULES-00626,Tony Hawk's Project 8,Europe,Games
ULES-01542,PES 2012: Pro Evolution Soccer,Europe,Games
ULES-01325,FIFA 10,Italy,Games
ULES-01147,NBA Live 09,Europe,Games
ULES-00888,Thrillville: Off the Rails,Europe,Games
ULES-01257#,Disney/Pixar Up,Italy,Games
ULES-01257/E,Disney/Pixar Up,Italy,Games
ULES-00953,La Bussola d'Oro,Italy,Games
ULES-00712,Chi Vuol Essere Milionario? Party Edition,Italy,Games
ULES-00119,Dynasty Warriors,Germany,Games
ULES-00299,Samurai Warriors: State of War,Germany,Games
ULES-00969,FlatOut: Head On,Germany,Games
ULES-00644,Call of Duty: Roads to Victory,Germany,Games
UCES-00523,Gangs of London,Germany,Games
ULES-01082,Disney/Pixar WALL-E: Der Letzte räumt die Erde auf,Germany,Games
ULES-00813,DreamWorks Shrek the Third,Europe,Games
ULES-01469,PES 2011: Pro Evolution Soccer,Europe,Games
ULES-00903,Dead Head Fred,Europe,Games
ULES-01414,2010 FIFA World Cup South Africa,Europe,Games
ULES-00792,Beta Bloc,Italy,Games
ULES-01227,Dragonball: Evolution,Europe,Games
UCES-01459,Jungle Party,Europe,Games
ULES-00744,Disney/Pixar Ratatouille,Italy,Games
ULES-00256,Viewtiful Joe: Red Hot Rumble,Europe,Games
ULES-01014,Williams Pinball Classics,Europe,Games
ULES-00512,The Con,Italy,Games
ULES-00190,X-Men Legends II: Rise of Apocalypse,Germany,Games
ULES-01056,Warriors Orochi,Germany,Games
ULES-00611,Winx Club: Join the Club,Europe,Games
UCES-01032/POR,Buzz! Master Quiz,Europe,Games
ULES-01258,Disney/Pixar Up: Altamente!,Portugal,Games
ULES-01253,Disney/Pixar Up,Europe,Games
ULES-00738,Disney/Pixar Ratatui,Portugal,Games
ULUS-10363,B-Boy,USA,Games
ULUS-10175,Cabela's African Safari,USA,Games
ULUS-90002,Dead Head Fred,USA,Demos
ULUS-10350,Disney/Pixar WALL-E,USA,Games
ULUS-10415,Dragonball: Evolution,USA,Games
ULUS-10381,Harry Potter and the Half-Blood Prince,USA,Games
ULUS-10355,NCAA Football 09,USA,Games
ULUS-10130,The Sims 2: Pets,USA,Games
ULUS-10367,Tiger Woods PGA Tour 09,USA,Games
ULES-00750,Burnout Dominator,Europe,Games
ULES-01238,Disney G-Force,Europe,Games
ULES-01406,Disney/Pixar Toy Story 3,Europe,Games
ULES-00473,Taito Legends Power-Up,Europe,Games
ULUS-10187,DreamWorks Over the Hedge: Hammy Goes Nuts!,USA,Games
ULUS-10248,DreamWorks Shrek the Third,USA,Games
ULUS-10181,Hard Rock Casino,USA,Games
ULUS-10239,Hot Wheels: Ultimate Racing,USA,Games
ULUS-10253,Lara Croft Tomb Raider: Anniversary,USA,Games
ULUS-10179,Online Chess Kingdoms,USA,Games
ULUS-10265,Pinball Hall of Fame: The Williams Collection,USA,Games
ULUS-10166,Reel Fishing: The Great Outdoors,USA,Games
ULUS-10255,Spelling Challenges and More!,USA,Games
ULUS-10150,Star Trek: Tactical Assault,USA,Games
ULUS-10169,Winning Eleven: Pro Evolution Soccer 2007,USA,Games
ULUS-10145,World Championship Poker featuring Howard Lederer: All In,USA,Games
ULUS-10199GH,WWE SmackDown vs. Raw 2007,USA,Games
ULUS-10164,Xiaolin Showdown,USA,Games
UCJB-98306,Demo Disc for PSP Vol. 1,Europe,Demos
ULUS-10146,Eragon,USA,Games
ULUS-10347,Iron Man,USA,Games
ULUS-10376,Need for Speed: Undercover,USA,Games
ULUS-10210,Ghost Rider,USA,Games
ULUS-10654S,PES 2014: Pro Evolution Soccer,USA,Games
ULUS-10316,Indiana Jones and the Staff of Kings,USA,Games
ULUS-10180,M.A.C.H.: Modified Air Combat Heroes,USA,Games
ULES-00918,Crash of the Titans,Europe,Games
ULES-00918/E,Crash of the Titans,Europe,Games
ULES-01143,FIFA 09,Portugal,Games
ULES-00695,Legend of the Dragon,Europe,Games
UCJS-10114,God of War: Koutan no Kokuin,Japan,Games
ULJM-05438,God of War: Rakujitsu no Hisoukyoku,Japan,Games
UCJS-10115,Shirokishi Monogatari Episode Portable: Dogma Wars,Japan,Games
ULJM-06093,Sol Trigger,Japan,Games
ULES-00625,Tony Hawk's Project 8,Europe,Games
ULUS-10252,Disney Pirates of the Caribbean: At World's End,USA,Games
ULES-00982#,Star Wars: The Force Unleashed,Europe,Games
ULES-01446#,LEGO Star Wars III: The Clone Wars,Europe,Games
ULES-01446#2,LEGO Star Wars III: The Clone Wars,Europe,Games
ULES-01284,Star Wars: The Clone Wars: Republic Heroes,Europe,Games
ULES-01284#,Star Wars: The Clone Wars: Republic Heroes,Europe,Games
ULES-01214,Star Wars Battlefront: Elite Squadron,Europe,Games
ULJM-05688,Prince of Persia: Boukyaku no Suna,Japan,Games
ULES-00303,Bubble Bobble Evolution,Europe,Games
ULES-01509,PlayEnglish,Portugal,Games
UCJS-10081,Mugen Kairou,Japan,Games
UCJS-18028,Mugen Kairou,Japan,Games
ULUS-10200,Blitz: Overtime,USA,Games
ULUS-10399,Shaun White Snowboarding,USA,Games
ULUS-10296,The Sims 2: Castaway,USA,Games
